I was put on the 500 mg metformin meds but I was told to lose 50 pounds in 90 days but I wanna know do I supposed to hurt in my stomach so bad I feel sick when I eat also,1
Metformin can be good for some. It put me into kidney failure 4 yrs. ago. I was also on 2000 mg.plus Lantus and Glucotrol. My bs went through the roof and stayed there after getting off metformin so I was put on insulin. Novolog. The problem is My primary,1
metformin was no good for me after a week on it and having all the side efffects my dr said im switching you i take 1m of gimipiride every day and test my sugars have been consitiently good,1
Question about metformin. I'm on 1000mgs twice daily and I've been okay. But the past two days I've had severe stomach discomfort and PAIN. Has anyone else experienced this?,1
"I was put on Metformin a year ago myself..was told type 2 diabetic.
Started feeling strange after about a year..tested and showed my Thyroid was in hyper  mode!!
Dropped my thyroid meds to 75mg from 112.
Told me to stop Metformin as I also started have pr",1
Hi. My a1c didn't go down anymore. I was in metformin 3 times a day and victoza. I just got diarrhea and felt like crap. I went to 2 different doctors but they all told me to take some more metformin....I finally switched the doc again and she took me off,1
"My A1C was 9.1 at the end of May. On July 1st I started eating low carb/high fat. In two months I've lost 30 lbs, My Metformin was cut in half from 2000 mg to 1000 mg, my Glipizide was cut in half from 10 mg to 5 mg and I completely got rid of my Januvia ",1
"I take metformin, insulin, and have lost 50lbs.  My A1C is 13.7.",1
"I am also type 2, and I use long-action insulin twice a day, and I take Glimepiride. I stopped MetFormin because my doctor said is started to affect my kidneys. I have more lows than highs on the insulin.",1
I'm taking berberine twice a day with metformin 500mg twice a day. It has helped reverse my gut issues that metformin has caused. Some say it is just as effective as metformin to balance your sugars. I took berberine by itself for two weeks. Unfortunately,1
when I was first diagnosed and was put on metformin. I had horrible nausea. It took about 3 weeks for my body to adjust to the drug. HANG IN THERE .it has been 2 years now...18 months with my a1c under 7%,1
"Call your doctor.   I do agree with Vanessa and the others, it may be your body just understanding your new ""normal"" sugar ranges.  I know that when I first started metformin (500mg 2times a day), I would jittery and shakey when I got below 90.  It's leve",1
I'm taking 500MG 3 times a day gliclazide 80MG twice a day and januvia 100MG once a day there's no room for food,1
"Has anyone had problems eating after they were on metaformin, I am only 3 wks in, and am havering difficulty trying to eat enough, I know great problem to have but I don't think for a diabetic that it is good",1
"Metphormin was giving me the worst side effects ever; worse than the original problem. I used to feel dizzy, nauseas , throw up, diarriah, imbalance, shaking, feeling cold. I stayed on them like couple of months and they never seem to be going anywhere. S",1
"I am also on insulin.  Humalog and Lantis.  I was first on Levemir but was allergic to it.  Had bad headaches, rash, and extensive itching and nauseated.  Check with your doctor.",1
my legs feel cold and tingly,1
I went down to 42ml and I fell off the bed and hit my head on the floor and I was messed up for a month afterwards. Took two months to get straighten out. That was only once. Usually a low for me to get back to normal range is about 3-4 hrs and I freak ou,1
I had it once my sugars were under control the blurred vision was gone.,1
"With my BG way out of whack, I didn't need my glasses....after I got it under control, I was back to needing them again. I liked it a whole lot better not needing my glasses!",1
I had blurred vision for a little over a week but my big problem was my hair breaking off and falling out. That's been happening for a few weeks now.,1
it was the horrific diarrhea that did me in,1
My feet burnes .Any of you know ....please help.,1
When my blood sugars get high my vision is blurred so hopefully when you get your sugars down your eyes will improve.,1
"ITs Horrible!  I was blurry and still am to a lesser degree after 5 weeks. My doctor said wait a couple of months to go to an eye doctor though, so your doctor is right on.",1
"I was on metformin, januvia, and 2 others, felt awful...... Doctor put me on  lantus, feel so much better...one shot at night only.",1
do NOT take Metformin if you are vomiting it can cause serious medical issues - my sons Endocrinologist told us this at his last appointment - he is type2 - if you are vomiting then ring the diabetes nurse/doctor for advice asap,1
"immediate drop in blood sugar.  occasionally nausea after injection for a few days but sometimes not.  If I let the med reach room temp then less itchiness, more like 1/2 hour vs, 15 min recommended",1
Does anyone ever have extreme itchyness of the shot site?,1
Ive only just started taking it myself been on nearly 3weeks. Feeling a bit sick at times but it passes. Hope it helps me to lose some weight as well.,1
I get a temperature some days if I have had too much to drink the night before which I'm happy to report is very scarse.,1
Metformin causes Migraines for me,1
"when I started my metformin...I had horrible nausea...i changed my diet for focus on proteins...my a1c 5/2013 was 11.6%,,,now...5.9%",1
"I notice I get headaches when my levels are 100 or less, use honey as a substitute.",1
"I'm not a fan of it, hated the side effects and the results took too long",1
gives me a bit of a dry mouth but that passes works great,1
"Bloated, night sweats and very loose stools",1
"Makes your stomach upset , diarrhea",1
"when I first started taking this drug, I had horrible nausea. I was not eating enough. My body now tolerates it well...and my blood sugars are perfect! six months after I have started taking it. Just follow doctors instructions and do lots of walking to h",1
the screaming shits and night sweats,1
Bloated,1
diarrhea....and it didnt stop.....never got used to it,1
It was (I have changed to another oral med) was very tough on me from nausea and even vomiting aspect...I was on it was 90 or so days and every one of them I was sick...,1
i just staryed i hope i lose weight im on 1000 mils 2x day with food cuz it causes gut ake,1
yes its normal so im told to lose weight,1
I just deal with the discomfort,1
"how long you been on them ? , i only had it for a short while then it passed after a couple of months",1
I dropped to one 500 metformin..eating less eating better..holding average in the 98 to 106 glucose levels. Highest glucose level.after a meal. 132. But it isn't easy,1
"My main side effect for the first month was vomiting, but after it passed and everything is fine now. Been on it for 2.5 years and only increased dosage once.",1
Ive just started the 1000mg dose the slow release one as the other one was making me dizzy these ones are giving me belly aches and tiredness and bloated all the time but the worst part is the feeling sick all the time x,1
"I reduced the dosage , then went to extended release and have now added januvia.",1
"The first two months I was taking two per day, and had diarrhea every two days.
I lost 30 pounds in those two months.
Switched to 1 per day, and the trips to the restroom stopped, but so did the weight loss.",1
"Stay away from bad carbs, grains, pasta, rice and potatoes.  Try using probiotics for bowel support. This helped me. No more problems.",1
"Nope, switched to a low carb diet and ditched the meds.",1
Actually it makes me rish to the bathroom over 10 times a day and its hard to leave the house. I deal with it because it does help with my sugar. But the side effects are awful,1
Started very slow and increased the dose slowly. It gets way better. Also took dose at night for a while.,1
I feel that I  losing weight on the metforman.   Is that normal?,1
It just gives me headache,1
So it wasn't just me.  On a trip and forgot my metformin....,1
Gained 50 lbs,1
if I take it in the morning before i eat i have diarrhea all day.,1
I take metformin and i hate it,1
I find drinking lots of water helps....,1
"I started on the extended release but, I would skip meals and have drops in blood sugar. I'm now taking regular metformin and have terrible gas, belching,  and bloating tummy.",1
"I lost weight on it, but had to stop it, as was having allergic reaction to it",1
"No weight loss for me.... haven't noticed difference in blood sugars, however, if I don't take it I can turn into an eating machine... helps regulate the emptying of your stomach and with out it I eat and empty fast.",1
I take a shot once a week. I lost 30 pounds and sugar runs normal also on invokana  them 2 together did it,1
"I'm getting ready to start byetta....but my sister took victoza and lost 80lbs it's works but you have to eat right, and exercise",1
Yes I take it works well have lost 15 pounds since last may,1
Victoza made me horribly nauseated. I had to stop and go back to insulin.,1
I've been on it for ages. NEVER had any adverse affects and it's helped the weight loss tremendously.,1
Ive been on that you do lose weight on it but for 1st few weeks i felt ill but kept up with it,1
"hi all - i was just going to post asking about victoza when i saw this.  i'm kinda nervous about injecting (on oral med now).  is the nausea bad? did your doc give meds to counteract, and did they work? nausea seems to be the primary side effect from all ",1
I started victoza about a year ago. Made me feel sick for a few weeks & it has reduced my appetite. I've lost 5 stone. Weight didn't come off straight away but a few months in it did.good luck & push through the first few weeks it's not great but worth it,1
Absolutely amazing... went from 250+ to 114 this morning!!! Of course i was nauseated for the first 2 weeks.. but just push through it!!! Dropped some weight.. in 2 weeks.. My hubby and I start at the gym on February 1st.. so im hoping I'll lose some more,1
I took it when I had insurance. I loved it and lost weight on it good luck,1
"im diabetic , was on Metformin for years ,then started pains in tummy and severe bouts of diarrhoea which lead to bleeding from bowel . For some reason i just started reacting to it as soon as my endocrinologist took me off it , they symptoms stopped .",1
my husbands on metformin.and his joints ache and hes had some pains in his stomach as well. getting concerned here. we have new docs as our old 1 retired. think its time i made him an appoinment,1
"no problem when I take metformin, but my husband had stomach probelms when he was on it.",1
Metformin caused me to have it coming out of both ends.  It was so bad I dropped to 40.  Thank g-d my husba d was there or I could have died. Now im on levimir twice daily 46 units and novolog with meals.  Yup thats five times daily but I am also losing w,1
Check this out guys....Help my levels too I was prediabetic runs in my family.  Helped my grandfather with his levels and my aunt is just about to stop taking her Metformin bc her levels get too low at times,1
"It started off with Metformin. It made me sick and unable to breath.  My doctor then put me on Amaryl which only made me put on pounds of fat, and dangerously lowered my blood sugar.     He even put me on Actos which made me tired, sick and turned my skin",1
"My doctor took me off MetFormin after about 15 years, because she saw something come up on my blood test, that it was affecting my kidneys. I use long acting insulin twice a day, and glimepiride twice a day. I have had good numbers, even after stopping th",1
"I tried to take Metformin for 6 months I had bad side effects, eventually I developed pancreatitis. The day I stopped taking those pills and switched to insulin the side effects stopped the pancreatitis resolved itself. I'm no medical expert but you can d",1
"I lost weight, my a1c went to 5.5, and I quit the metformin.  While they say you will always be type 2 once diagnosed I don't test unless I feel odd and I don't take meds. They do say that my triglycerides are high but I'm on a beta blocker which can caus",1
"Usually it can take three months for the body to get used to the drugs. I had that problem myself, but it went away. If after that time and it still hasn't gone away, then you need to discuss with your doctor.",1
I was on Diabex and had the same problem. Dr has put me on Gulvemet and i no longer have diarrhea but I still carry imodium with me.,1
Both I've tried and been on jamunet for several months. Have the odd diarrhea episode when I eat something I shouldn't of (sugary or fatty). As our body cannot process these types of food any longer. I follow a low fat sugar free diet due to my diabetes,1
"interesting.  I have been on metformin, glimiperide, Levamir (insulin shot at night) and am having pains currently with symptoms assoiated with pancreatitis.  Have not gotten to Dr yet, will get in next week.  Used to take Victoza as well.  With those fou",1
I'm on oral meds and insulin.  At one point the insulin really worked.  My new endocrinologist changed it and I'm not doing as well.  I too ended up with pancreatitis and dka.,1
"I originally tried metformin and glimepiride and developed pancreatitis along with severe gasto side effects, switched and been on insulin ever since :0",1
I had to quit taking it because it gave me serious Gastro problems,1
Must be taken with food and a glass of water better taken with a low carb diet. When i went thru all of those symptoms the doctor said do one tablet for 2weeks then increase to 2 tablets then so on. Your body needs to slowly adjust. Also expect your mum t,1
"when i started them on the same dose it was the runs for me , i found that if i took them during a meal that helped , and now my system has accepted them i can take them on an empty stomach , however with your mothers other battle going on i would say tha",1
"2 should be taken immediately after breakfast and 2 imediately after dinner. I forgot them once and took them without food, I got nauseous and some stomach pains. good luck",1
"My doctor said it didn't matter what time I took metformin as long as I took it mid-meal, so food protects your stomach, never on an empty stomach and introduce them slowly, over a 6 week period. I find luchtime and early evening the easiest on my stomach",1
"Amee, I'm sorry to hear this. I had sever diarrhea for 16 years. It was terrible never being sure of myself. I went to many drs. To find out why this was happening , no one could get the answer. When the dr took me off of metformen the diarrhea  stopped t",1
I couldn't tolerate metformin.  I could never be a few feet from the bathroom which makes it hard to have a life.  I switched to glyburide.  Now I watch my carbs and don't take anything.,1
That 1000 mg should be twice a day. One in the morning & one after dinner. Take with food. I switched to Metformin ER because of stomach pain. It is better but not great. I also take an acid reducer & that helps a lot with the stomach pain. But as Ashwani,1
I noticed the side effects eased up a tad after about a month. I took 1000mg in the morning w food and 1000 at dinner. I was exhausted and had to stay near a bathroom. Carbs made it worse. There are other meds that may work better. I went off the metformi,1
I had severe diarrhea and stayed on it for a month never noticing an improvement.  I couldn't leave the house!  I am on insulin with no problems.  Good luck to your mom. Hope her doctor is able to find something that works for her with no side effects.,1
..and made me thirsty.  Yes one of the side effects is uti and infections.  Drink plenty of fluids.,1
I am currently taking this medicine along with metformin..... I seem to be thirsty all the time and then.... getting up every night to use bathroom..... any suggestions?,1
My copay was $75.  I was on it for three months.  Didn't work for me other than I was in the bathroom constantly.  But does not mean it won't work for you.,1
I take invokana and have had good luck with it. Also take metformin and janumet. Have lost almost one hundred pounds and a1c 5.4. Hoping to be able to decrease some of these soon.,1
Have a friend who is on it after being on Glipizide. She said it has worked wonderfully for her. She has also lost 55 pounds.,1
I'm on metformin and invokana and also on a once a week shot. My a1c after the first 3 months went from 10.1 down to 6.0 and my sugar is always  normal now. I eat anything I want and I have lost 30 pounds. Both pills and the shot have weight lost on them,1
Thanks for responding. Hoping insurance clears me to start the meds and see! Metformin was horrid. All three times I couldn't adjust with digestive issues!,1
I'm using it along with metformin and it has definitely helped me in the weight loss department since being prescribed it a year ago.,1
Joy was on metformin.  She was having GI problems.  I talked her in to seeing  my doctor and he took her off met formin.  I've taken it for years and have no problem.  He put Joy on some new med that she take weekly it is injectable  took her off all her ,1
